totalIn,totalOut,owner,allMint,allBurn,,totalSupply,balanceOf
totalIn,totalSupply,totalOut,owner,,balanceOf
totalSupply,balanceOf,owner,
allBurn,owner,balanceOf,allMint,,totalSupply
