allBurn,defaultOperator,operators,balanceOf,revokedDefaultOperator,allMint,spentTotal,allowanceTotal,,totalSupply,allowance
totalIn,defaultOperator,spentTotal,totalMint,operators,totalOut,revokedDefaultOperator,allMint,totalBurn,allBurn,allowanceTotal,,totalSupply,balanceOf,allowance
totalIn,defaultOperator,totalMint,operators,totalOut,revokedDefaultOperator,totalBurn,totalSupply,spentTotal,allowanceTotal,,balanceOf,allowance
defaultOperator,operators,balanceOf,allowance,revokedDefaultOperator,totalSupply,
totalIn,defaultOperator,totalMint,operators,allowance,totalOut,revokedDefaultOperator,totalBurn,totalSupply,,balanceOf
defaultOperator,operators,balanceOf,allowance,revokedDefaultOperator,allMint,allBurn,,totalSupply
totalIn,defaultOperator,totalMint,operators,allowance,totalOut,revokedDefaultOperator,allMint,totalBurn,allBurn,,totalSupply,balanceOf
defaultOperator,operators,balanceOf,revokedDefaultOperator,totalSupply,spentTotal,allowanceTotal,,allowance
