isBlackListed,maxFee,transferFromWithFee,rate,balanceOf,allIssue,allowance,transferWithFee,owner,totalBalances,allRedeem,paused,,totalSupply
isBlackListed,maxFee,transferFromWithFee,rate,balanceOf,allowance,transferWithFee,owner,totalSupply,totalBalances,paused,
isBlackListed,maxFee,transferFromWithFee,totalRedeem,totalOut,transferWithFee,owner,spentTotal,totalIn,totalIssue,rate,totalSupply,totalBalances,allowanceTotal,paused,,balanceOf,allowance
totalIn,isBlackListed,maxFee,transferFromWithFee,totalIssue,rate,totalRedeem,allowance,totalOut,transferWithFee,owner,totalSupply,totalBalances,paused,,balanceOf
isBlackListed,maxFee,transferFromWithFee,totalRedeem,allowance,totalOut,transferWithFee,owner,allRedeem,totalIn,totalIssue,rate,allIssue,totalBalances,paused,,totalSupply,balanceOf
isBlackListed,maxFee,transferFromWithFee,totalRedeem,totalOut,transferWithFee,owner,spentTotal,allRedeem,totalIn,totalIssue,rate,allIssue,totalBalances,allowanceTotal,paused,,totalSupply,balanceOf,allowance
isBlackListed,maxFee,totalBalances,transferFromWithFee,rate,balanceOf,transferWithFee,owner,totalSupply,spentTotal,allowanceTotal,paused,,allowance
isBlackListed,maxFee,totalBalances,transferFromWithFee,rate,balanceOf,allIssue,transferWithFee,owner,allRedeem,spentTotal,allowanceTotal,paused,,totalSupply,allowance
