allowanceTotal,onceUnpaused,onceEndSale,owner,dead,balances,totalSupply,decreaseTotal,companyTokens,paused,bonusDistributionAddress,fountainContractAddress,spentTotal,tokenSaleActive,,allowed
onceUnpaused,onceEndSale,owner,dead,allowed,totalIn,totalBurn,totalSupply,initialSupply,totalOut,paused,bonusDistributionAddress,fountainContractAddress,tokenSaleActive,,companyTokens,balances
allowanceTotal,onceUnpaused,onceEndSale,owner,dead,balances,totalSupply,decreaseTotal,initialSupply,paused,bonusDistributionAddress,fountainContractAddress,spentTotal,tokenSaleActive,,companyTokens,allowed
onceUnpaused,onceEndSale,owner,dead,allowed,totalIn,totalBurn,totalSupply,companyTokens,totalOut,paused,bonusDistributionAddress,fountainContractAddress,tokenSaleActive,,balances
allowanceTotal,onceUnpaused,onceEndSale,owner,dead,totalIn,totalBurn,totalSupply,decreaseTotal,initialSupply,totalOut,paused,bonusDistributionAddress,fountainContractAddress,spentTotal,tokenSaleActive,,companyTokens,balances,allowed
allowanceTotal,onceUnpaused,onceEndSale,owner,dead,totalIn,totalBurn,burnTotal,decreaseTotal,initialSupply,totalOut,paused,bonusDistributionAddress,fountainContractAddress,spentTotal,tokenSaleActive,,totalSupply,companyTokens,balances,allowed
burnTotal,onceUnpaused,onceEndSale,initialSupply,paused,bonusDistributionAddress,owner,dead,allowed,fountainContractAddress,balances,tokenSaleActive,,totalSupply,companyTokens
totalSupply,companyTokens,onceUnpaused,onceEndSale,paused,bonusDistributionAddress,owner,dead,allowed,fountainContractAddress,balances,tokenSaleActive,
allowanceTotal,onceUnpaused,onceEndSale,owner,dead,balances,burnTotal,decreaseTotal,initialSupply,paused,bonusDistributionAddress,fountainContractAddress,spentTotal,tokenSaleActive,,totalSupply,companyTokens,allowed
onceUnpaused,onceEndSale,owner,dead,allowed,totalIn,totalBurn,burnTotal,initialSupply,totalOut,paused,bonusDistributionAddress,fountainContractAddress,tokenSaleActive,,totalSupply,companyTokens,balances
allowanceTotal,onceUnpaused,onceEndSale,owner,dead,totalIn,totalBurn,totalSupply,decreaseTotal,companyTokens,totalOut,paused,bonusDistributionAddress,fountainContractAddress,spentTotal,tokenSaleActive,,balances,allowed
totalSupply,onceUnpaused,initialSupply,onceEndSale,paused,bonusDistributionAddress,owner,dead,allowed,fountainContractAddress,balances,tokenSaleActive,,companyTokens
