allBurn,balanceOf,owner,totalBalances,allowance,allMint,,totalSupply
totalSupply,totalBurn,totalOut,totalMint,owner,totalIn,totalBalances,allowance,,balanceOf
increaseAllowanceTotal,totalOut,spentTotal,totalMint,totalBalances,owner,decreaseAllowanceTotal,totalIn,totalBurn,allBurn,allMint,,totalSupply,balanceOf,allowance
totalSupply,increaseAllowanceTotal,totalOut,spentTotal,totalBalances,totalMint,owner,decreaseAllowanceTotal,totalIn,totalBurn,,balanceOf,allowance
totalSupply,increaseAllowanceTotal,spentTotal,balanceOf,owner,decreaseAllowanceTotal,totalBalances,,allowance
totalSupply,balanceOf,owner,totalBalances,allowance,
allowance,totalOut,totalMint,totalBalances,owner,totalIn,totalBurn,allBurn,allMint,,totalSupply,balanceOf
increaseAllowanceTotal,spentTotal,balanceOf,owner,decreaseAllowanceTotal,totalBalances,allBurn,allMint,,totalSupply,allowance
